Month,Advertising,Price,Discount,Customers,Sales
2022-07-13,184.45,20.0,3.88,284,702.45
2022-07-14,200.08,19.64,4.53,292,752.92
2022-07-15,184.7,19.92,5.08,286,716.59
2022-07-16,187.04,18.81,5.26,306,750.52
2022-07-17,187.26,20.5,7.28,306,758.48
2022-07-18,185.66,18.86,7.48,285,761.7
2022-07-19,189.15,19.31,6.45,308,785.94
2022-07-20,189.03,20.03,5.04,308,785.73
2022-07-21,190.79,18.91,5.47,305,764.19
2022-07-22,192.2,19.27,4.98,320,799.65
2022-07-23,198.47,19.79,4.53,320,796.78
2022-07-24,201.33,18.98,4.05,312,780.74
2022-07-25,193.66,19.37,2.83,321,812.55
2022-07-26,195.49,19.1,3.4,311,786.5
2022-07-27,202.48,19.1,3.12,324,846.85
2022-07-28,205.25,18.95,4.37,317,800.19
2022-07-29,195.81,19.37,3.52,326,833.94
2022-07-30,210.87,19.48,7.28,304,784.01
2022-07-31,213.32,19.0,6.43,306,817.22
2022-08-01,212.56,18.75,7.73,312,831.63
2022-08-02,205.91,18.8,5.44,294,764.22
2022-08-03,206.0,18.97,6.1,297,778.61
2022-08-04,200.78,18.92,6.36,285,735.67
2022-08-05,211.47,18.75,5.88,299,794.3
2022-08-06,210.51,18.84,5.8,296,753.22
2022-08-07,202.94,18.95,2.29,279,708.78
2022-08-08,217.28,19.83,2.45,271,665.16
2022-08-09,204.25,18.99,3.33,266,670.12
2022-08-10,195.97,18.31,2.33,283,738.76
2022-08-11,195.85,18.79,5.23,271,667.78
2022-08-12,197.09,19.89,4.66,275,720.35
2022-08-13,203.37,18.3,6.07,273,735.34
2022-08-14,194.42,18.67,6.67,298,751.35
2022-08-15,186.22,18.98,7.14,298,733.7
2022-08-16,197.4,18.78,7.54,271,745.76
2022-08-17,196.64,18.43,6.55,317,821.86
2022-08-18,185.36,19.43,6.23,306,815.94
2022-08-19,188.08,19.39,5.18,314,797.47
2022-08-20,190.59,18.29,4.53,321,817.96
2022-08-21,193.63,19.22,3.36,324,836.42
2022-08-22,199.53,18.29,1.73,316,840.78
2022-08-23,204.45,18.31,0.96,331,836.38
2022-08-24,199.43,18.79,4.57,320,804.29
2022-08-25,202.94,18.62,4.02,315,810.09
2022-08-26,206.2,18.4,3.55,323,839.92
2022-08-27,204.37,18.64,7.04,336,850.9
2022-08-28,207.53,18.39,5.94,312,774.86
2022-08-29,203.97,18.85,6.99,320,831.37
2022-08-30,211.18,18.7,7.65,312,792.74
2022-08-31,212.36,18.11,6.53,310,833.84
2022-09-01,214.02,18.13,6.59,302,758.11
2022-09-02,206.09,18.5,3.22,299,780.11
2022-09-03,209.04,19.07,3.5,270,696.95
2022-09-04,206.24,17.63,4.27,304,766.13
2022-09-05,202.34,18.05,4.76,268,684.01
2022-09-06,210.91,18.6,0.6,285,726.68
2022-09-07,207.02,18.71,2.77,274,729.72
2022-09-08,196.78,18.69,4.32,276,705.81
2022-09-09,204.6,18.35,4.74,287,738.15
2022-09-10,197.27,18.64,6.2,276,723.01
2022-09-11,197.2,18.32,6.92,281,752.99
2022-09-12,189.7,17.99,7.58,283,725.03
2022-09-13,194.38,18.42,5.26,290,721.05
2022-09-14,199.83,17.14,7.69,308,782.46
2022-09-15,189.81,18.02,3.92,298,779.42
2022-09-16,180.28,18.67,4.43,305,765.32
2022-09-17,192.12,17.97,2.49,294,745.22
2022-09-18,194.69,17.74,5.09,322,811.12
2022-09-19,196.74,17.6,2.63,312,786.5
2022-09-20,194.5,18.11,3.84,326,862.79
2022-09-21,192.28,18.47,4.74,344,882.6
2022-09-22,201.2,17.86,2.9,313,787.34
2022-09-23,194.49,17.5,4.89,310,837.13
2022-09-24,204.48,18.55,6.76,327,863.07
2022-09-25,210.44,17.86,5.49,319,836.18
2022-09-26,211.6,18.23,4.21,324,849.49
2022-09-27,206.66,18.69,6.77,302,765.74
2022-09-28,195.01,16.85,6.97,306,793.71
2022-09-29,208.98,17.73,4.92,307,815.21
2022-09-30,211.68,17.85,5.43,308,786.84
2022-10-01,210.81,18.81,4.22,304,790.09
2022-10-02,223.3,18.11,5.48,290,763.17
2022-10-03,211.26,18.93,0.9,300,774.33
2022-10-04,202.16,17.32,0.81,283,735.22
2022-10-05,207.44,17.92,5.6,269,690.5
2022-10-06,205.96,18.38,5.55,275,717.13
2022-10-07,203.05,18.49,3.93,298,730.01
2022-10-08,203.5,16.74,6.84,283,729.77
2022-10-09,198.61,17.58,6.63,290,774.79
2022-10-10,190.67,18.18,8.15,259,661.36
2022-10-11,193.94,18.4,4.15,274,710.57
2022-10-12,190.33,17.55,7.62,291,752.55
2022-10-13,184.93,18.61,4.33,297,786.05
2022-10-14,192.37,18.06,5.1,296,777.53
2022-10-15,190.59,18.33,4.48,317,817.18
2022-10-16,188.13,18.4,2.1,304,784.04
2022-10-17,188.98,17.6,3.79,282,724.71
2022-10-18,193.78,17.75,3.04,316,786.58
2022-10-19,184.41,18.46,3.84,315,776.51
2022-10-20,194.04,17.41,4.64,313,806.95
2022-10-21,186.02,18.24,3.36,314,807.34
2022-10-22,194.2,19.16,5.83,331,818.57
2022-10-23,207.27,18.61,7.81,319,869.02
2022-10-24,202.64,18.0,7.75,325,830.86
2022-10-25,205.98,18.19,6.55,314,788.29
2022-10-26,202.67,18.92,5.97,318,803.08
2022-10-27,212.45,17.63,6.71,314,834.02
2022-10-28,217.56,18.33,4.75,304,782.8
2022-10-29,213.11,18.06,5.81,291,745.05
2022-10-30,209.56,17.83,2.13,312,810.08
2022-10-31,209.54,17.9,2.99,277,701.18
2022-11-01,219.44,18.57,3.05,303,820.35
2022-11-02,211.56,19.29,3.55,298,755.33
2022-11-03,209.07,18.5,5.02,294,752.49
2022-11-04,202.42,17.86,6.63,287,742.5
2022-11-05,214.39,18.7,5.87,279,732.8
2022-11-06,203.82,18.32,8.22,280,733.87
2022-11-07,200.2,18.25,7.12,272,725.07
2022-11-08,196.67,18.66,8.71,275,717.1
2022-11-09,199.13,18.81,6.54,292,704.09
2022-11-10,194.32,18.39,6.33,276,720.86
2022-11-11,180.05,17.87,6.95,272,701.22
2022-11-12,193.37,19.12,6.24,288,754.22
2022-11-13,182.58,18.78,2.62,304,759.15
2022-11-14,198.54,17.41,4.21,304,759.09
2022-11-15,190.46,19.4,2.86,314,807.05
2022-11-16,189.2,19.77,4.22,321,825.4
2022-11-17,180.57,18.66,3.93,309,764.62
2022-11-18,185.73,19.17,4.0,311,773.72
2022-11-19,196.67,18.32,7.17,337,859.78
2022-11-20,192.08,18.93,6.51,332,876.61
2022-11-21,199.28,18.31,7.59,332,879.65
2022-11-22,204.44,18.57,6.43,323,822.89
2022-11-23,200.85,18.63,7.65,309,815.38
2022-11-24,206.73,19.42,6.1,309,789.17
2022-11-25,207.35,18.62,5.27,323,809.09
2022-11-26,210.79,19.18,4.61,334,840.55
2022-11-27,205.32,18.29,3.76,304,762.6
2022-11-28,206.58,18.62,3.18,303,772.32
2022-11-29,206.81,19.83,3.2,305,758.78
2022-11-30,212.48,18.85,2.42,293,774.79
2022-12-01,212.21,18.78,6.11,291,775.75
2022-12-02,212.44,19.48,3.03,295,759.77
2022-12-03,213.33,18.89,5.64,267,660.45
2022-12-04,208.06,19.31,7.06,269,701.23
2022-12-05,209.78,19.69,7.27,286,740.51
2022-12-06,196.66,18.79,7.85,261,667.13
2022-12-07,194.85,19.46,7.0,279,737.97
2022-12-08,197.67,19.17,7.4,274,688.79
2022-12-09,192.51,19.29,3.88,277,672.43
2022-12-10,193.31,19.95,6.07,287,719.47
2022-12-11,192.4,19.52,1.39,290,760.12
2022-12-12,191.04,20.48,4.11,294,716.4
2022-12-13,184.13,18.49,4.26,289,707.18
2022-12-14,196.19,20.1,2.65,301,763.22
2022-12-15,189.8,19.79,4.72,295,723.56
2022-12-16,187.88,19.69,5.25,296,751.5
2022-12-17,196.36,19.71,6.49,320,840.46
2022-12-18,193.71,19.21,7.07,313,765.52
2022-12-19,194.93,19.61,7.05,325,837.34
2022-12-20,201.31,19.01,5.74,325,856.09
2022-12-21,206.49,19.03,6.98,305,785.58
2022-12-22,207.99,19.76,6.27,322,832.66
2022-12-23,204.95,20.44,3.98,336,874.57
2022-12-24,200.91,20.27,5.23,324,806.59
2022-12-25,205.73,19.92,3.72,316,762.08
2022-12-26,210.4,19.96,2.03,329,869.43
2022-12-27,202.64,20.13,2.7,309,781.45
2022-12-28,206.24,19.55,3.15,306,743.48
2022-12-29,203.37,20.03,3.46,303,713.36
2022-12-30,209.92,19.04,4.87,301,771.11
2022-12-31,218.2,19.87,7.08,291,733.93
2023-01-01,203.08,20.76,6.83,294,742.05
2023-01-02,204.73,19.88,6.11,286,752.98
2023-01-03,203.28,20.04,7.58,291,742.72
2023-01-04,196.54,20.33,7.14,278,710.3
2023-01-05,197.53,19.69,5.04,271,675.0
2023-01-06,199.05,19.77,5.3,267,666.56
2023-01-07,200.09,20.81,5.58,266,699.69
2023-01-08,194.12,20.3,3.59,273,727.55
2023-01-09,191.74,20.81,3.03,281,694.61
2023-01-10,195.29,20.58,4.12,289,728.09
2023-01-11,194.05,20.14,3.63,285,743.93
2023-01-12,189.2,20.16,3.8,292,758.1
2023-01-13,184.93,20.24,4.93,292,759.53
2023-01-14,181.43,19.39,4.06,310,802.76
2023-01-15,191.69,20.04,7.21,310,762.9
2023-01-16,188.69,20.36,6.57,317,807.65
2023-01-17,200.22,20.66,6.34,322,813.4
2023-01-18,185.43,20.7,6.2,318,752.21
2023-01-19,197.68,20.22,6.32,320,827.17
2023-01-20,209.65,21.5,3.38,320,804.42
2023-01-21,202.72,20.32,2.41,319,803.33
2023-01-22,194.98,20.71,3.6,306,760.53
2023-01-23,204.9,21.09,2.79,301,724.17
2023-01-24,205.26,21.11,2.22,324,820.65
2023-01-25,215.98,20.11,3.93,310,768.63
2023-01-26,211.28,20.32,2.82,334,832.06
2023-01-27,211.11,20.76,4.27,325,823.56
2023-01-28,215.32,20.51,5.38,298,729.61
2023-01-29,210.1,20.96,7.29,290,735.55
2023-01-30,218.68,20.49,7.61,305,839.39
2023-01-31,214.69,20.82,7.81,273,710.3
2023-02-01,210.86,20.49,8.94,283,770.09
2023-02-02,203.69,21.38,5.13,300,739.57
2023-02-03,200.18,21.49,5.76,294,726.83
2023-02-04,207.04,21.24,4.79,292,745.47
2023-02-05,199.3,20.57,2.43,277,703.51
2023-02-06,197.86,21.5,3.09,278,676.39
2023-02-07,193.29,20.59,1.76,314,769.29
2023-02-08,198.93,21.04,3.54,291,741.57
2023-02-09,196.55,20.22,4.1,282,726.99
2023-02-10,187.95,21.0,5.45,289,743.07
2023-02-11,185.26,21.11,4.82,308,774.71
2023-02-12,187.63,21.6,7.83,307,753.57
2023-02-13,189.49,21.49,6.0,292,718.92
2023-02-14,192.72,21.0,4.98,296,755.95
2023-02-15,181.45,21.23,6.65,316,771.53
2023-02-16,189.18,22.4,5.71,312,806.56
2023-02-17,193.0,21.22,4.55,322,814.43
2023-02-18,201.14,21.87,6.43,301,757.9
2023-02-19,198.89,21.09,4.81,317,794.56
2023-02-20,197.74,21.07,1.92,338,849.5
2023-02-21,199.81,21.37,2.04,334,840.17
2023-02-22,196.82,20.61,4.3,324,822.34
2023-02-23,209.33,20.9,3.92,329,828.43
2023-02-24,207.5,21.15,5.2,299,800.21
2023-02-25,208.33,21.58,5.51,300,785.56
2023-02-26,213.14,21.79,7.25,313,800.99
2023-02-27,207.59,21.39,6.52,308,773.27
2023-02-28,203.11,21.65,5.94,288,730.55
2023-03-01,202.2,22.49,5.52,308,798.95
2023-03-02,200.24,22.1,4.96,294,746.52
2023-03-03,206.33,22.56,5.3,280,707.86
2023-03-04,210.98,21.87,3.06,279,670.59
2023-03-05,196.2,21.22,3.02,281,713.8
2023-03-06,201.0,22.26,4.97,290,700.04
2023-03-07,200.88,21.42,2.45,269,659.53
2023-03-08,197.27,22.31,3.41,275,703.72
2023-03-09,188.39,22.01,3.47,291,704.86
2023-03-10,200.58,21.65,4.6,286,722.79
2023-03-11,194.94,21.93,5.69,278,708.36
2023-03-12,187.21,22.1,7.52,297,796.1
2023-03-13,190.14,20.8,6.33,290,753.26
2023-03-14,187.6,21.52,6.36,299,699.23
2023-03-15,199.32,22.42,6.32,320,854.88
2023-03-16,197.8,21.46,6.45,308,761.01
2023-03-17,185.79,22.43,6.8,323,844.5
2023-03-18,191.44,21.66,3.62,304,752.61
2023-03-19,194.03,21.88,3.26,313,787.7
2023-03-20,195.81,21.86,3.63,319,790.07
2023-03-21,198.79,20.97,3.48,306,747.35
2023-03-22,205.32,22.01,2.56,332,817.16
2023-03-23,200.94,21.59,5.07,336,848.0
2023-03-24,203.54,21.64,4.12,318,797.9
2023-03-25,210.82,22.55,5.09,307,765.21
2023-03-26,208.83,22.5,5.58,321,805.05
2023-03-27,216.37,21.83,9.53,302,786.28
2023-03-28,221.84,21.3,6.14,325,843.61
2023-03-29,202.35,22.25,6.45,307,785.41
2023-03-30,210.84,21.3,5.2,294,741.91
2023-03-31,207.8,21.37,6.65,282,738.37
2023-04-01,209.86,22.11,5.85,289,743.2
2023-04-02,213.14,21.49,4.17,262,677.85
2023-04-03,211.09,21.95,3.33,278,662.5
2023-04-04,199.11,22.39,2.06,297,723.99
2023-04-05,206.54,22.48,4.55,290,694.16
2023-04-06,197.51,21.48,3.62,286,709.82
2023-04-07,199.17,22.51,3.7,260,669.58
2023-04-08,193.37,21.78,7.06,272,718.17
2023-04-09,188.0,21.6,7.0,288,728.86
2023-04-10,192.07,21.71,6.26,300,747.65
2023-04-11,185.31,22.21,6.51,284,731.12
2023-04-12,184.2,22.89,6.6,291,716.73
2023-04-13,187.09,22.09,5.45,292,723.65
2023-04-14,186.84,21.55,4.15,289,724.02
2023-04-15,195.32,21.46,3.01,302,742.08
2023-04-16,192.34,21.61,4.55,292,776.44
2023-04-17,195.25,22.61,3.92,319,790.21
2023-04-18,184.4,22.27,3.1,309,731.95
2023-04-19,187.69,22.14,1.43,324,812.28
2023-04-20,191.49,21.39,2.17,336,860.55
2023-04-21,208.92,21.64,3.88,320,785.27
2023-04-22,199.46,22.08,6.63,306,780.62
2023-04-23,204.44,21.9,6.59,314,817.54
2023-04-24,214.08,21.75,7.69,321,832.49
2023-04-25,209.27,22.08,7.15,315,766.84
2023-04-26,200.65,22.17,6.8,301,754.2
2023-04-27,208.61,21.52,6.73,305,782.25
2023-04-28,213.19,21.62,4.98,320,808.53
2023-04-29,200.02,22.22,4.06,298,750.95
2023-04-30,215.12,22.19,2.52,292,734.02
2023-05-01,206.6,21.58,2.63,281,674.86
2023-05-02,212.13,21.24,2.16,285,698.13
2023-05-03,206.28,22.09,1.65,283,698.24
2023-05-04,210.36,22.09,2.67,263,641.6
2023-05-05,210.55,22.41,5.63,280,715.21
2023-05-06,199.96,21.12,5.84,281,705.52
2023-05-07,199.36,21.56,5.8,289,762.16
2023-05-08,200.35,21.91,7.12,276,695.18
2023-05-09,194.25,21.82,7.31,291,752.81
2023-05-10,190.69,21.8,7.24,284,724.82
2023-05-11,187.04,21.51,5.53,284,690.66
2023-05-12,188.47,21.36,4.79,306,748.79
2023-05-13,193.02,21.38,1.49,292,759.67
2023-05-14,197.96,20.51,3.22,299,746.22
2023-05-15,175.13,21.2,3.27,309,769.4
2023-05-16,191.95,22.09,3.1,302,707.7
2023-05-17,187.99,21.61,1.37,317,787.19
2023-05-18,181.97,19.43,3.16,309,747.95
2023-05-19,190.08,20.35,5.25,320,784.0
2023-05-20,192.41,21.56,6.96,322,840.15
2023-05-21,196.71,21.64,5.42,292,689.45
2023-05-22,196.2,21.68,6.62,316,815.5
2023-05-23,196.12,21.02,6.88,316,843.05
2023-05-24,209.45,21.2,7.06,306,798.21
2023-05-25,209.62,21.61,4.56,330,860.55
2023-05-26,202.33,21.03,3.6,318,766.51
2023-05-27,215.69,21.42,1.39,300,747.6
2023-05-28,202.93,21.38,5.76,305,759.52
2023-05-29,211.47,22.24,2.4,299,761.36
2023-05-30,210.99,22.04,2.36,293,736.64
2023-05-31,207.0,21.53,1.72,280,713.62
2023-06-01,208.32,21.02,4.57,275,678.68
2023-06-02,207.4,20.75,5.74,287,748.93
2023-06-03,212.51,21.12,5.75,281,737.02
2023-06-04,201.23,20.08,7.72,273,711.35
2023-06-05,198.06,20.13,7.27,295,763.31
2023-06-06,199.8,21.38,9.11,280,693.38
2023-06-07,192.88,20.51,7.32,283,728.6
2023-06-08,192.43,21.36,5.92,281,711.74
2023-06-09,194.62,20.6,6.11,295,736.59
2023-06-10,199.63,20.37,4.17,289,778.46
2023-06-11,191.49,21.02,2.55,300,747.66
2023-06-12,190.66,21.32,2.36,294,734.6
2023-06-13,183.36,20.8,4.0,310,806.16
2023-06-14,189.01,20.87,3.85,298,747.38
2023-06-15,194.91,21.07,3.4,313,768.43
2023-06-16,192.96,20.25,5.03,327,839.26
2023-06-17,193.12,19.97,4.98,316,815.31
2023-06-18,193.21,19.86,5.13,327,830.09
2023-06-19,201.86,20.23,6.6,323,864.53
2023-06-20,201.2,21.07,6.15,302,752.06
2023-06-21,208.22,20.48,7.07,332,854.08
2023-06-22,195.84,20.48,5.39,313,786.23
2023-06-23,202.52,20.05,3.69,306,737.78
2023-06-24,208.02,21.02,3.86,322,803.42
2023-06-25,213.59,20.84,3.71,288,714.26
2023-06-26,204.64,20.74,3.09,308,775.36
2023-06-27,207.69,20.09,2.29,292,775.76
2023-06-28,204.19,19.89,4.25,281,708.0
2023-06-29,212.18,21.06,4.36,294,762.57
2023-06-30,200.94,21.2,4.51,281,721.92
2023-07-01,212.31,19.39,6.12,275,663.07
2023-07-02,211.92,20.38,6.52,274,712.34
2023-07-03,204.51,20.83,6.35,282,711.19
2023-07-04,205.4,20.06,6.83,270,693.05
2023-07-05,204.72,20.0,7.64,269,709.61
2023-07-06,193.09,19.67,6.5,284,712.09
2023-07-07,201.72,19.6,3.82,287,758.53
2023-07-08,191.75,20.42,2.87,291,723.95
2023-07-09,200.92,19.68,2.82,303,772.55
2023-07-10,191.67,20.49,1.31,285,725.96
2023-07-11,183.99,19.37,2.8,291,709.33
2023-07-12,187.14,18.9,2.84,294,805.46
2023-07-13,188.01,20.39,2.88,293,754.97
2023-07-14,192.93,20.42,5.45,307,818.67
2023-07-15,198.71,20.04,5.92,325,819.06
2023-07-16,191.18,19.29,7.54,315,817.4
2023-07-17,188.6,19.45,7.07,310,784.27
2023-07-18,188.44,19.17,7.03,311,773.27
2023-07-19,194.38,18.88,6.72,313,845.49
2023-07-20,207.14,18.37,6.45,321,870.26
2023-07-21,204.02,19.85,4.48,305,788.33
2023-07-22,208.73,19.69,2.51,295,724.95
2023-07-23,207.39,19.48,2.7,322,858.82
2023-07-24,201.87,19.44,3.34,289,745.83
2023-07-25,203.83,19.67,2.26,307,774.37
2023-07-26,209.67,18.97,3.94,304,797.13
2023-07-27,215.33,19.38,5.82,304,780.04
2023-07-28,213.2,18.61,7.06,319,863.95
2023-07-29,214.6,19.38,4.81,282,712.44
2023-07-30,219.32,19.02,7.19,283,747.03
2023-07-31,208.51,19.22,6.88,296,737.33
2023-08-01,208.46,19.37,6.91,291,745.76
2023-08-02,203.05,18.53,5.3,280,756.47
2023-08-03,199.17,18.78,6.37,279,709.14
2023-08-04,207.11,18.71,5.7,284,709.39
2023-08-05,195.59,18.28,5.5,290,743.44
2023-08-06,203.04,18.76,4.07,289,741.64
2023-08-07,197.14,18.46,4.58,278,711.45
2023-08-08,190.07,19.65,3.66,268,626.4
2023-08-09,186.71,19.28,2.73,261,671.08
2023-08-10,187.45,18.83,3.07,293,785.81
2023-08-11,189.46,19.3,4.03,282,701.65
2023-08-12,197.97,19.0,6.73,310,785.27
2023-08-13,191.17,19.71,7.24,303,773.05
2023-08-14,191.51,17.85,5.68,313,796.98
2023-08-15,189.81,18.53,6.33,296,748.83
2023-08-16,190.85,18.5,3.82,305,753.74
2023-08-17,191.81,18.56,4.48,314,766.1
2023-08-18,203.33,19.51,4.96,323,845.83
2023-08-19,207.51,18.18,4.74,333,870.68
2023-08-20,207.7,18.53,4.96,340,860.95
2023-08-21,210.9,18.29,3.1,322,828.42
2023-08-22,204.15,18.53,3.05,321,846.83
2023-08-23,205.8,18.28,2.44,295,776.59
2023-08-24,215.3,18.31,4.82,332,833.81
2023-08-25,205.03,18.43,5.5,300,781.82
2023-08-26,207.58,17.67,5.49,309,773.35
2023-08-27,201.94,17.87,7.19,297,780.27
2023-08-28,203.06,17.81,8.05,290,763.51
2023-08-29,211.45,18.27,6.73,283,728.08
2023-08-30,202.54,18.0,5.13,291,749.46
2023-08-31,206.59,18.03,6.86,280,765.52
2023-09-01,207.78,18.87,4.99,289,781.19
2023-09-02,200.8,18.33,3.89,288,766.2
2023-09-03,198.45,18.64,2.97,293,739.04
2023-09-04,205.15,18.46,1.55,269,690.24
2023-09-05,192.3,18.35,2.9,302,736.32
2023-09-06,185.61,18.09,1.76,284,732.98
2023-09-07,194.49,18.19,4.87,292,762.97
2023-09-08,191.96,18.16,3.95,298,789.4
2023-09-09,190.22,17.83,5.28,304,738.81
2023-09-10,197.99,18.19,7.13,297,745.34
2023-09-11,194.58,17.47,4.06,288,765.85
2023-09-12,190.04,17.66,7.12,316,813.73
2023-09-13,194.29,17.48,6.09,320,811.85
2023-09-14,190.16,18.21,5.36,302,773.56
2023-09-15,191.84,18.38,5.27,331,824.48
2023-09-16,199.28,17.67,6.54,305,815.9
2023-09-17,186.57,18.26,4.48,308,797.3
2023-09-18,211.6,18.03,2.98,312,801.73
2023-09-19,202.61,18.03,3.08,305,781.74
2023-09-20,201.66,17.86,4.31,324,836.65
2023-09-21,204.47,18.93,4.4,325,816.44
2023-09-22,215.39,18.55,3.27,292,761.43
2023-09-23,213.84,18.28,6.07,314,795.48
2023-09-24,209.45,18.3,7.64,322,851.43
2023-09-25,198.1,18.07,7.92,313,841.77
2023-09-26,206.95,18.44,7.46,309,826.98
2023-09-27,208.51,17.93,8.53,291,795.34
